ID,bkg_numax,bkg_envWidth,bkg_envHeight,H1_power,H1_nu,H1_exp,H2_power,H2_nu,H2_exp
KIC10016093,1.4916964436381033,0.6405926475343237,3.8647160678551775,5.25112172736076,1.4791550737765045,4.113364754146365,5.272141059984138,0.9653363481573006,4.417141455560379
KIC10017956,1.5698808208789266,0.7257945443516857,3.661433055814901,5.068321487271976,1.5781423319347931,4.3359049890475765,5.241608715380478,1.0330786248777173,4.053105283938516
KIC10018076,1.6426748229568062,0.7745954942957116,3.555280179487887,4.974383485713217,1.6506693945247646,4.279612540364196,5.119283469782758,1.07048542395418,3.932801148885806
KIC10018239,1.497839395863123,0.7572314725426414,3.862387871658304,5.22062129115752,1.526488438707926,4.202267036271467,5.4727056978630495,0.9839101082668614,3.7291748994583522
KIC10018357,2.1948621469792973,1.0682616995342609,2.545184184996628,4.475923404128391,2.238572446509169,3.4869425639180616,4.38725445611905,1.6162649799385873,4.612202438379891
KIC10018442,1.877111469854748,0.9722975569535376,2.6150478454732005,4.610614098455343,1.877579835109424,4.599732731684429,4.689851627577079,1.3165520922409155,4.473309402620883
KIC10018811,1.89090032671155,0.935783916087799,2.9834777827414904,4.653330751427289,1.8968875283531292,4.555855757161474,4.729643880357391,1.3575909429321176,4.747755873512083
KIC10018832,1.7315130797113585,0.7974706471481092,3.544143418935509,5.000380287009065,1.7335881296590478,4.568584584052481,5.104129904763177,1.1754913219288214,3.803055260889813
KIC10018923,1.6122660455629412,0.7880263029161517,3.711993070014613,4.973787037811519,1.6314569136615402,4.406080107235614,5.201302024288025,1.071336778028218,3.525961363744074
KIC10018967,1.7640530587962575,0.9780091150478664,3.009386897088815,4.516542549957882,1.8178098466141968,4.546185776893696,4.883382247442116,1.2395810687232436,3.2144275087313923
KIC10018973,1.5044588362598654,0.7962472237342341,3.738154645131927,5.021151029235982,1.5646244236691764,4.231625164902509,5.284472973962876,1.0194671421386523,4.171644227216327
KIC10019661,2.142046905690832,1.0641791970924783,2.807329224519329,4.616251068341227,2.1422154082973397,3.5195566903052504,4.62409862422022,1.561893515477712,4.242039774252841
KIC10019961,1.5004699929876986,0.7246370978189784,3.952482069444848,5.174186300195558,1.523518250922197,4.024908000793584,5.4064339362232925,0.9938622815345848,3.8750724172023614
KIC10023322,1.425100008614863,0.6078170787762294,3.934520334638734,5.167101385724196,1.4187907916338247,4.023571825485566,5.321850111926655,0.9080907987683876,3.847385288075351
KIC10023439,1.8154883862943916,0.8694623380259008,3.307029031044384,4.91047775812366,1.805499720144534,4.532531753065219,4.957809924747195,1.2440269680403069,4.332656060308452
KIC10023520,1.54179542842697,0.7418596021273138,3.654214907343815,5.007772071094658,1.5540131169821303,3.9132864155688005,5.161531472765751,1.0160292206419093,4.236255720777395
KIC10023547,1.96523415372032,1.1910646610588298,2.5067325202014743,4.042817598747011,1.936153568633081,2.9921752914997546,4.51202554917839,1.426643375296827,2.9739560748754528
KIC10023806,1.5346315498536842,0.7235011464992734,3.730075692327648,5.0901465633216105,1.5193648781108255,3.8109068408475393,5.162973844763424,1.015405321549342,3.1087960721891497
KIC10023911,1.9263489199865191,0.8882395211603832,3.127072610471841,4.778353691134118,1.922200891892592,4.809573434946017,4.773241496715836,1.3429159741093717,4.74834534466485
KIC10024405,1.534236718846478,0.7751647925370336,3.4856011284084127,5.084273271519598,1.529489194879393,4.128045571098971,5.1836796889511465,0.9952001755093478,3.828544940232028
KIC10024460,1.554212550417346,0.678211210671919,3.914621677286766,5.192168819298667,1.547586986854979,4.314970079690617,5.328926693140302,0.987850920310476,3.7994626559333775
